ID,Nombre,Código,Nemotécnico,Número,Propietario,Tiene SCADA,Tiene Equipos Com,Tiene Pararrayos
2042,S/E ESTE 6,SE001,SE001L0120,1,MINERA ESCONDIDA LTDA.,No,No,No
2043,S/E MIRAJE,SE107,SE107T0002,107,TRANSELEC S.A.,No,No,No
2044,S/E NEGRILLAR,SE001,SE001L0128,1,COMPAÑÍA MINERA ZALDÍVAR SPA,No,No,No
2046,S/E PLANTA RECUPERADORA DE METALES,SE002,SE002L0147,2,PLANTA RECUPERADORA DE METALES SPA,No,No,No
2048,S/E URIBE SOLAR,SE004,SE004G0261,4,FOTOVOLTAICA NORTE GRANDE 5 SPA,No,No,No
2050,S/E ACONCAGUA TG,SE002,SE002L0002,2,ENAP REFINERIAS S.A. - ACONCAGUA,No,No,No
2051,S/E CENTRAL ANCOA,SE001,SE001G0298,1,HIDROELÉCTRICA EMBALSE ANCOA SPA,No,No,No
2053,TAP OFF PUTAGAN,SE003,SE003G0298,3,HIDROELÉCTRICA EMBALSE ANCOA SPA,No,No,No
2054,S/E MANTILHUE,SE041,SE041T0003,41,SISTEMA DE TRANSMISIÓN DEL SUR S.A.,No,No,No
2055,S/E CENTRAL PARQUE EOLICO CABO LEONES I,SE001,SE001G0299,1,PARQUE EÓLICO CABO LEONES I S.A.,No,No,No
2056,S/E SAN FABIAN,SE001,SE001T0033,1,SISTEMA DE TRANSMISIÓN DEL CENTRO S.A.,Sí,Sí,Sí
2057,S/E KIMAL,SE002,SE002T0031,2,SOCIEDAD AUSTRAL DE TRANSMISIÓN TRONCAL S.A.,Sí,No,Sí
2058,S/E ALTO MAIPO,SE014,SE014G0466,14,ALTO MAIPO SPA,No,No,No
2059,S/E CENTRAL NUEVA ALDEA II,SE002,SE002G0002,2,ARAUCO BIOENERGÍA SPA,Sí,Sí,Sí
2060,S/E NUEVA PICHIRROPULLI,SE001,SE001T0018,1,ELETRANS S.A.,Sí,Sí,Sí
2061,S/E ENTRE RIOS,SE104,SE104T0002,104,TRANSELEC S.A.,Sí,Sí,Sí
2063,S/E PARANAL,SE043,SE043T0003,43,SISTEMA DE TRANSMISIÓN DEL SUR S.A.,Sí,Sí,Sí
2064,S/E IEM,SE004,SE004G0216,4,ENGIE ENERGÍA CHILE S.A.,Sí,Sí,No
2069,S/E GIS COCHRANE BESS,SE005,SE005G0010,5,AES ANDES S.A.,Sí,Sí,Sí
2070,S/E ILLAPA,SE001,SE001T0035,1,DIEGO DE ALMAGRO TRANSMISORA DE ENERGÍA S.A.,Sí,Sí,Sí
2071,S/E MAYACA,SE051,SE051T0057,51,CHILQUINTA TRANSMISIÓN S.A.,Sí,Sí,Sí
2072,S/E TAP OFF MAYACA,SE052,SE052T0057,52,CHILQUINTA TRANSMISIÓN S.A.,Sí,Sí,Sí
2074,S/E CENTRAL LAS LAJAS,SE003,SE003G0466,3,ALTO MAIPO SPA,No,No,No
2075,S/E CENTRAL ALFALFAL II,SE005,SE005G0466,5,ALTO MAIPO SPA,Sí,Sí,Sí
2076,S/E SANTA ISABEL,SE213,SE213T0058,213,CGE TRANSMISIÓN S.A.,Sí,Sí,Sí
2078,S/E EL LAUREL,SE105,SE105T0002,105,TRANSELEC S.A.,No,No,Sí
2079,S/E PUNTA SIERRA,SE002,SE002T0828,2,PACIFIC HYDRO TRANSMISIÓN S.A.,No,No,No
2080,TAP OFF,SE001,SE001L0020,1,CODELCO CHILE - DIVISIÓN EL TENIENTE,No,No,No
2083,S/E CENTRAL EL AGUILA,SE007,SE007G0216,7,ENGIE ENERGÍA CHILE S.A.,No,No,No
2085,S/E CENTRAL HIDROELECTRICA PALACIOS,SE001,SE001G0322,1,HIDROELÉCTRICA PALACIOS SPA,No,No,No
2086,TAP OFF PALACIOS,SE002,SE002G0322,2,HIDROELÉCTRICA PALACIOS SPA,No,No,No
2087,S/E CENTRAL DEGAÑ 2,SE002,SE002G0033,2,GENERACIÓN DE ENERGÍA NUEVA DEGAN SPA,No,No,No
2088,S/E CENTRAL DEGAÑ,SE001,SE001G0033,1,GENERACIÓN DE ENERGÍA NUEVA DEGAN SPA,No,No,No
2089,S/E PUENTE NEGRO,SE035,SE035T0061,35,ALFA TRANSMISORA DE ENERGÍA S.A.,No,No,No
2090,S/E PADRE HURTADO,SE270,SE270T0058,270,CGE TRANSMISIÓN S.A.,No,No,No
2091,S/E AURORA,SE001,SE001G0278,1,AELA EÓLICA LLANQUIHUE SPA,No,No,No
2092,S/E ANDALICAN,SE271,SE271T0058,271,CGE TRANSMISIÓN S.A.,No,No,No
2093,S/E PUERTO SECO SOLAR,SE001,SE001G0305,1,CALAMA SOLAR 2 SPA,No,No,No
2094,S/E CERRO DOMINADOR,SE002,SE002G0430,2,CERRO DOMINADOR PV S.A.,No,No,No
2095,S/E PV CERRO DOMINADOR,SE003,SE003G0430,3,CERRO DOMINADOR PV S.A.,No,No,No
2096,S/E SARCO,SE001,SE001G0332,1,AELA EÓLICA SARCO SPA,Sí,Sí,Sí
2097,S/E TCHITACK,SE004,SE004L0135,4,CODELCO CHILE - DIVISIÓN CHUQUICAMATA,Sí,Sí,Sí
2098,S/E SAN SIMON,SE001,SE001G0333,1,AUSTRIANSOLAR CHILE CUATRO SPA,Sí,Sí,Sí
2099,S/E SANTA RITA,SE002,SE002G0333,2,AUSTRIANSOLAR CHILE CUATRO SPA,Sí,Sí,Sí
2100,S/E CENTRAL DIESEL AGUAS BLANCAS,SE010,SE010L0115,10,ATACAMA MINERALS CHILE S.C.M.,No,No,No
2101,S/E CUNCO,SE068,SE068T0003,68,SISTEMA DE TRANSMISIÓN DEL SUR S.A.,Sí,Sí,Sí
2102,S/E CENTRAL EL PINAR,SE001,SE001G0807,1,EMPRESA ELÉCTRICA EL PINAR SPA,Sí,Sí,Sí
2103,S/E DEUCO,SE069,SE069T0003,69,SISTEMA DE TRANSMISIÓN DEL SUR S.A.,Sí,Sí,Sí
2104,S/E EL PINAR,SE002,SE002G0807,2,EMPRESA ELÉCTRICA EL PINAR SPA,Sí,Sí,Sí
2105,S/E SECCIONADORA CONVENTO VIEJO,SE001,SE001G0311,1,SOCIEDAD CONCESIONARIA EMBALSE CONVENTO VIEJO S.A.,Sí,Sí,Sí
2106,S/E CENTRAL CONVENTO VIEJO,SE002,SE002G0311,2,SOCIEDAD CONCESIONARIA EMBALSE CONVENTO VIEJO S.A.,Sí,Sí,Sí
2109,S/E CURANILAHUE NORTE,SE272,SE272T0058,272,CGE TRANSMISIÓN S.A.,Sí,Sí,Sí
2110,TAP OFF CARAMPANGUE,SE273,SE273T0058,273,CGE TRANSMISIÓN S.A.,No,No,No
2111,S/E RIO NEGRO,SE044,SE044T0003,44,SISTEMA DE TRANSMISIÓN DEL SUR S.A.,Sí,Sí,Sí
2112,S/E SGO,SE274,SE274L0127,274,MINERA SPENCE S.A.,Sí,Sí,Sí
2113,S/E CENTRAL TRES PUENTES (SM),SE001,SE001T0041,1,EMPRESA ELÉCTRICA DE MAGALLANES S.A.,No,No,No
2114,S/E CENTRAL PUNTA ARENAS,SE002,SE002T0041,2,EMPRESA ELÉCTRICA DE MAGALLANES S.A.,No,No,No
2115,S/E CENTRAL CUCHILDEO,SE001,SE001G1072,1,ENERGÍA DE LA PATAGONIA Y AYSÉN SPA,No,No,No
2117,S/E CENTRAL CUMBRES,SE001,SE001G0393,1,CUMBRES SPA,No,No,No
2118,S/E TAP OFF TORRE 54,SE028,SE028T0057,28,CHILQUINTA TRANSMISIÓN S.A.,No,No,No
2119,S/E SANTA LUISA,SE274,SE274T0058,274,CGE TRANSMISIÓN S.A.,No,No,Sí
2121,S/E CHIRRE,SE045,SE045T0003,45,SISTEMA DE TRANSMISIÓN DEL SUR S.A.,No,No,No
2122,S/E SAN GABRIEL,SE001,SE001G0399,1,PARQUE EÓLICO SAN GABRIEL SPA,No,No,Sí
2123,S/E PARGUA,SE003,SE003T0003,3,SISTEMA DE TRANSMISIÓN DEL SUR S.A.,No,No,Sí
2124,S/E LLOLLELHUE,SE046,SE046T0003,46,SISTEMA DE TRANSMISIÓN DEL SUR S.A.,No,No,No
2125,S/E CABO NEGRO,SE001,SE001G0389,1,PECKET ENERGY S.A.,No,No,No
2126,S/E MAITENES,SE004,SE004G0030,4,PACIFIC HYDRO CHILE S.A.,No,No,No
2127,S/E CENTRAL PANGAL,SE005,SE005G0030,5,PACIFIC HYDRO CHILE S.A.,No,No,No
2128,S/E TAP OFF,SE006,SE006G0030,6,PACIFIC HYDRO CHILE S.A.,No,No,No
2129,TAP OFF TORRE 7,SE007,SE007G0030,7,PACIFIC HYDRO CHILE S.A.,No,No,No
2130,S/E SAUZAL 60HZ,SE008,SE008G0030,8,PACIFIC HYDRO CHILE S.A.,No,No,No
2132,S/E CENTRAL TALINAY PONIENTE,SE017,SE017G0292,17,ENEL GREEN POWER CHILE S.A.,No,No,No
2133,S/E MOCHO,SE002,SE002G0393,2,CUMBRES SPA,No,No,No
2134,TAP OFF ALTO RENAICO,SE004,SE004G0042,4,ESPINOS S.A.,No,No,No
2135,S/E FRONTERA,SE109,SE109T0002,109,TRANSELEC S.A.,Sí,Sí,Sí
2136,S/E TAP OFF LIBERTADORES,SE001,SE001T0043,1,INVERSIONES Y SERVICIOS DATALUNA LTDA,No,No,No
2141,S/E AGUAS CLARAS,SE011,SE011G0409,11,INNOVACIÓN ENERGÍA S.A.,Sí,No,Sí
2143,S/E CENTRAL PAJONALES,SE001,SE001G0417,1,PRIME ENERGÍA QUICKSTART SPA,Sí,Sí,Sí
2145,S/E CENTRAL COMBARBALA,SE002,SE002G0417,2,PRIME ENERGÍA QUICKSTART SPA,Sí,Sí,Sí
2146,S/E CENTRAL CHAGUAL,SE003,SE003G0417,3,PRIME ENERGÍA QUICKSTART SPA,Sí,Sí,Sí
2148,S/E SANGRA,SE047,SE047T0003,47,SISTEMA DE TRANSMISIÓN DEL SUR S.A.,Sí,Sí,Sí
2149,S/E EL BATO,SE003,SE003L0002,3,ENAP REFINERIAS S.A. - ACONCAGUA,Sí,Sí,Sí
2150,S/E LOS TILOS BULNES,SE011,SE011R0013,11,COOPERATIVA DE CONSUMO DE ENERGÍA ELÉCTRICA CHILLÁN LTDA.,Sí,Sí,Sí
2152,S/E CERROS DE HUICHAHUE,SE002,SE002T0018,2,ELETRANS S.A.,Sí,Sí,Sí
2153,S/E PALMAR,SE001,SE001G0418,1,HIDROPALMAR SPA,Sí,Sí,Sí
2154,S/E CENTRAL PALMAR,SE002,SE002G0418,2,HIDROPALMAR SPA,Sí,Sí,Sí
2155,S/E CENTRAL CORRENTOSO,SE003,SE003G0418,3,HIDROPALMAR SPA,Sí,Sí,Sí
2156,S/E CSP CERRO DOMINADOR,SE001,SE001G0430,1,CERRO DOMINADOR PV S.A.,Sí,Sí,Sí
2157,S/E QUILMO II,SE006,SE006R0013,6,COOPERATIVA DE CONSUMO DE ENERGÍA ELÉCTRICA CHILLÁN LTDA.,No,No,No
2158,S/E ALTO CACHAPOAL,SE001,SE001G0431,1,ELÉCTRICA CIPRESILLOS SPA,No,No,No
2159,S/E CENTRAL CIPRESILLOS,SE002,SE002G0431,2,ELÉCTRICA CIPRESILLOS SPA,No,No,No
2160,S/E SIERRA NEVADA,SE001,SE001G0030,1,PACIFIC HYDRO CHILE S.A.,No,No,No
2161,S/E CENTRAL LOS VIENTOS,SE003,SE003G0434,3,GENERADORA METROPOLITANA SPA,Sí,Sí,Sí
2163,S/E CENTRAL LOS MOLLES,SE025,SE025G0021,25,ENEL GENERACIÓN CHILE S.A.,Sí,Sí,Sí
2164,S/E CANUTILLAR,SE035,SE035G0004,35,COLBÚN S.A.,No,No,No
2165,S/E ANGOSTURA,SE036,SE036G0004,36,COLBÚN S.A.,No,No,No
2166,S/E GAMBOA,SE048,SE048T0003,48,SISTEMA DE TRANSMISIÓN DEL SUR S.A.,Sí,Sí,Sí
2167,S/E PARQUE EOLICO EL MAITEN,SE001,SE001G0447,1,PARQUE EÓLICO EL MAITÉN SPA,No,No,No
2168,S/E CENTRAL NUEVA VENTANAS,SE012,SE012G0049,12,EMPRESA ELÉCTRICA VENTANAS SPA,Sí,Sí,Sí
2174,S/E CAITAN,SE001,SE001L0151,1,CAITAN SPA,No,No,No
2178,S/E DESALINIZADORA Y BOMBEO 1 (SGO),SE002,SE002L0151,2,CAITAN SPA,No,No,No
2179,S/E BOMBEO 2 (SGO),SE003,SE003L0151,3,CAITAN SPA,No,No,No
2180,S/E BOMBEO 3 (SGO),SE004,SE004L0151,4,CAITAN SPA,No,No,No
2181,S/E ALMEYDA,SE003,SE003G0651,3,ALMEYDA SPA,Sí,Sí,Sí
2182,S/E C.R. MAITENCILLO,SE001,SE001G0462,1,EMPRESA ELÉCTRICA VALLENAR S.A.,Sí,Sí,Sí
2183,S/E BULNES,SE012,SE012R0013,12,COOPERATIVA DE CONSUMO DE ENERGÍA ELÉCTRICA CHILLÁN LTDA.,No,No,No
2184,S/E CENTRAL PE LA FLOR,SE001,SE001G0463,1,VIENTOS DE RENAICO SPA,No,No,No
2185,S/E CENTRAL MOCHO,SE001,SE001G0465,1,HIDROMOCHO S.A.,No,No,No
2186,S/E NUEVA POZO ALMONTE,SE001,SE001T0662,1,RED ELÉCTRICA DEL NORTE S.A.,No,No,No
2187,S/E CENTRAL CAMPICHE,SE002,SE002G0049,2,EMPRESA ELÉCTRICA VENTANAS SPA,No,No,No
2190,S/E CENTRAL NALCAS,SE003,SE003G0476,3,HIDROENERSUR SPA,Sí,No,No
2191,S/E CENTRAL CALLAO,SE005,SE005G0476,5,HIDROENERSUR SPA,Sí,No,No
2192,S/E CENTRAL BONITO,SE001,SE001G0476,1,HIDROENERSUR SPA,No,No,No
2193,S/E CENTRAL SOLAR DIEGO DE ALMAGRO,SE018,SE018G0975,18,ARCADIA GENERACIÓN SOLAR S.A.,No,No,No
2194,S/E TOLPAN SUR,SE004,SE004G0265,4,ACCIONA ENERGÍA CHILE HOLDINGS S.A.,No,No,No
2195,S/E C.R. LLANOS BLANCOS,SE004,SE004G0417,4,PRIME ENERGÍA QUICKSTART SPA,Sí,Sí,Sí
2196,S/E TAP OFF LLANOS BLANCOS,SE005,SE005G0417,5,PRIME ENERGÍA QUICKSTART SPA,Sí,Sí,Sí
2197,S/E SECCIONADORA RIO MALLECO,SE013,SE013T0002,13,TRANSELEC S.A.,Sí,Sí,Sí
2198,S/E GRANJA SOLAR,SE001,SE001G0884,1,COPEC RENOVABLES SPA,No,No,No
2207,S/E SECCIONADORA RIO TOLTEN,SE003,SE003T0031,3,SOCIEDAD AUSTRAL DE TRANSMISIÓN TRONCAL S.A.,No,No,No
2208,S/E LA MISION,SE049,SE049T0003,49,SISTEMA DE TRANSMISIÓN DEL SUR S.A.,No,No,No
2209,S/E REMEHUE,SE050,SE050T0003,50,SISTEMA DE TRANSMISIÓN DEL SUR S.A.,No,No,No
2211,S/E NUEVA LAMPA,SE116,SE116T0835,116,SOCIEDAD TRANSMISORA METROPOLITANA S.A.,Sí,Sí,Sí
2212,S/E ANDES SOLAR II,SE062,SE062G0770,62,ANDES SOLAR II SPA,Sí,Sí,Sí
2213,S/E TRES QUEBRADAS,SE002,SE002L0101,2,COMPAÑÍA MINERA NEVADA SPA,Sí,Sí,Sí
2214,S/E LAMA,SE003,SE003L0101,3,COMPAÑÍA MINERA NEVADA SPA,Sí,Sí,Sí
2215,S/E NUEVA PANQUEHUE,SE001,SE001T0664,1,TRANSQUINTA S.A.,No,No,No
2216,S/E CENTRAL RUCATAYO,SE002,SE002G0093,2,EMPRESA ELÉCTRICA RUCATAYO S.A.,No,No,No
2217,TAP OFF CHOLGUAN (TRANSELEC),SE070,SE070T0002,70,TRANSELEC S.A.,No,No,No
2219,S/E CENTRAL NEHUENCO II,SE037,SE037G0004,37,COLBÚN S.A.,No,No,No
2220,S/E CENTRAL NEHUENCO III,SE038,SE038G0004,38,COLBÚN S.A.,No,No,No
2221,S/E ANA MARIA,SE001,SE001T0834,1,ANA MARÍA S.A.,No,No,No
2222,S/E DON ANTONIO,SE002,SE002G0549,2,TSGF SPA,No,No,No
2223,S/E CENTRAL SAN JAVIER,SE007,SE007G0417,7,PRIME ENERGÍA QUICKSTART SPA,Sí,Sí,Sí
2224,S/E LLANQUIHUE,SE051,SE051T0003,51,SISTEMA DE TRANSMISIÓN DEL SUR S.A.,Sí,Sí,Sí
2225,S/E USYA,SE005,SE005G0265,5,ACCIONA ENERGÍA CHILE HOLDINGS S.A.,Sí,Sí,Sí
2226,S/E CALAMA NUEVA,SE003,SE003T0025,3,EMPRESA DE TRANSMISIÓN ELÉCTRICA TRANSEMEL S.A.,No,No,No
2227,S/E PALLATA,SE001,SE001G0554,1,AR TCHAMMA SPA,Sí,Sí,Sí
2228,S/E CABO LEONES II,SE001,SE001G0555,1,IBEREÓLICA CABO LEONES II S.A.,No,No,No
2229,S/E LUCERO,SE070,SE070T0003,70,SISTEMA DE TRANSMISIÓN DEL SUR S.A.,No,Sí,Sí
2231,S/E LARQUI,SE071,SE071T0003,71,SISTEMA DE TRANSMISIÓN DEL SUR S.A.,No,Sí,Sí
2234,S/E TIQUIMA,SE001,SE001L0126,1,COMPAÑÍA MINERA TECK QUEBRADA BLANCA S.A.,No,No,No
2235,S/E PUQUIOS,SE002,SE002L0126,2,COMPAÑÍA MINERA TECK QUEBRADA BLANCA S.A.,No,No,No
2236,S/E PAGUANA,SE003,SE003L0126,3,COMPAÑÍA MINERA TECK QUEBRADA BLANCA S.A.,No,No,No
2237,S/E CHALLACOLLO,SE004,SE004L0126,4,COMPAÑÍA MINERA TECK QUEBRADA BLANCA S.A.,No,No,No
2238,S/E SECCIONADORA ALTO MELIPILLA,SE001,SE001T0665,1,ELETRANS II S.A.,No,No,No
2239,S/E GEOGLIFOS,SE202,SE202T0002,202,TRANSELEC S.A.,No,No,No
2240,S/E ARAUCO MAPA,SE009,SE009L0089,9,CELULOSA ARAUCO Y CONSTITUCIÓN S.A.,Sí,Sí,Sí
2241,S/E OYARVIDE,SE006,SE006L0126,6,COMPAÑÍA MINERA TECK QUEBRADA BLANCA S.A.,No,No,No
2242,S/E FAENAS PANGUE,SE026,SE026T0008,26,PALMUCHO S.A.,No,No,No
2243,S/E PUERTO PATACHE,SE201,SE201T0002,201,TRANSELEC S.A.,No,No,No
2244,S/E BOCAMINA,SE004,SE004G0021,4,ENEL GENERACIÓN CHILE S.A.,No,No,No
2245,S/E PATILLOS,SE008,SE008L0126,8,COMPAÑÍA MINERA TECK QUEBRADA BLANCA S.A.,No,No,No
2246,S/E SECCIONADORA EL ROSAL,SE188,SE188G0216,188,ENGIE ENERGÍA CHILE S.A.,Sí,Sí,Sí
2247,S/E CHIU CHIU,SE006,SE006G0265,6,ACCIONA ENERGÍA CHILE HOLDINGS S.A.,Sí,Sí,Sí
2248,S/E NUEVA CHUQUICAMATA,SE011,SE011G0216,11,ENGIE ENERGÍA CHILE S.A.,No,No,No
2249,S/E ALGARROBAL,SE189,SE189G0216,189,ENGIE ENERGÍA CHILE S.A.,No,No,No
2250,S/E CENTINELA,SE002,SE002T0046,2,RED ELÉCTRICA DEL NORTE 2 S.A.,No,No,No
2251,S/E ATACAMA SOLAR II,SE001,SE001G0566,1,ATACAMA SOLAR SPA,No,No,No
2252,S/E MATILLA,SE064,SE064T0002,64,TRANSELEC S.A.,No,No,No
2253,S/E LASANA,SE001,SE001G0568,1,GPG SOLAR CHILE 2017 SPA,No,No,No
2254,S/E DIGUA,SE001,SE001G0572,1,ELÉCTRICA DIGUA SPA,No,No,No
2255,S/E CATILLO,SE002,SE002G0572,2,ELÉCTRICA DIGUA SPA,No,No,No
2258,S/E NUEVA ANCUD,SE110,SE110T0002,110,TRANSELEC S.A.,Sí,Sí,Sí
2259,S/E LA ESTRELLA,SE001,SE001G0576,1,EÓLICA LA ESTRELLA SPA,No,No,No
2260,S/E OASIS,SE190,SE190G0216,190,ENGIE ENERGÍA CHILE S.A.,Sí,Sí,Sí
2261,S/E CENTRAL LA HUELLA,SE001,SE001G0577,1,AUSTRIANSOLAR CHILE SEIS SPA,Sí,Sí,Sí
2263,S/E CENTRAL EOLICA ALENA,SE001,SE001G0580,1,AR ALENA SPA,Sí,No,Sí
2264,S/E CENTRAL RIO ESCONDIDO,SE001,SE001G0581,1,AR ESCONDIDO SPA,Sí,Sí,Sí
2265,S/E CENTRAL LOS CONDORES,SE107,SE107G0021,107,ENEL GENERACIÓN CHILE S.A.,No,No,No
2266,S/E CENTRAL ANDINA,SE003,SE003G0216,3,ENGIE ENERGÍA CHILE S.A.,No,No,No
2267,S/E CENTRAL HORNITOS (TER),SE005,SE005G0234,5,INVERSIONES HORNITOS SPA,No,No,No
2268,S/E TCHAMMA,SE002,SE002G0554,2,AR TCHAMMA SPA,Sí,Sí,Sí
2270,S/E LAS JUNTAS,SE001,SE001G0583,1,HIDROELÉCTRICA LAS JUNTAS S.A.,No,No,No
2271,S/E AILLIN,SE002,SE002G0583,2,HIDROELÉCTRICA LAS JUNTAS S.A.,No,No,No
2272,S/E ELEVADORA CAPRICORNIO,SE008,SE008G0216,8,ENGIE ENERGÍA CHILE S.A.,No,No,No
2273,S/E CAMPOS DEL SOL,SE019,SE019G0292,19,ENEL GREEN POWER CHILE S.A.,No,No,No
2274,S/E SURCO Y SEMILLA,SE001,SE001G0584,1,WPD MALLECO SPA,No,No,No
2275,S/E AGUA BUENA,SE002,SE002G0584,2,WPD MALLECO SPA,No,No,No
2276,S/E TCBB,SE003,SE003G0807,3,EMPRESA ELÉCTRICA EL PINAR SPA,No,No,No
2278,S/E TAP OFF LO ESPEJO (FFCC),SE030,SE030L0011,30,EMPRESA DE LOS FERROCARRILES DEL ESTADO,No,No,No
2281,S/E TINEO,SE111,SE111T0712,111,TRANSELEC CONCESIONES S.A.,Sí,Sí,Sí
2282,S/E CENTRAL CERRO TIGRE,SE001,SE001G0560,1,AR CERRO TIGRE SPA,Sí,Sí,Sí
2283,S/E MALGARIDA I,SE007,SE007G0265,7,ACCIONA ENERGÍA CHILE HOLDINGS S.A.,No,No,No
2284,S/E MALGARIDA,SE008,SE008G0265,8,ACCIONA ENERGÍA CHILE HOLDINGS S.A.,No,No,No
2285,S/E MALGARIDA II,SE009,SE009G0265,9,ACCIONA ENERGÍA CHILE HOLDINGS S.A.,No,No,No
2286,S/E SOL DEL DESIERTO,SE001,SE001G0590,1,PARQUE SOLAR FOTOVOLTAICO SOL DEL DESIERTO SPA,No,No,No
2287,S/E FRUTILLAR NORTE,SE112,SE112T0002,112,TRANSELEC S.A.,No,No,No
2288,S/E GUARDIAMARINA,SE004,SE004T0031,4,SOCIEDAD AUSTRAL DE TRANSMISIÓN TRONCAL S.A.,Sí,Sí,Sí
2289,S/E LA POLVORA,SE001,SE001T0707,1,CASABLANCA TRANSMISORA DE ENERGÍA S.A.,No,No,No
2290,S/E LITORAL CENTRAL,SE061,SE061T0057,61,CHILQUINTA TRANSMISIÓN S.A.,Sí,Sí,Sí
2291,S/E HUALQUI,SE001,SE001T0049,1,MATAQUITO TRANSMISORA DE ENERGÍA S.A.,Sí,Sí,Sí
2292,S/E LA CRUZ SOLAR,SE001,SE001G0615,1,FOTOVOLTAICA NORTE GRANDE 1 SPA,No,No,No
2293,S/E SOL DE LILA,SE002,SE002G0292,2,ENEL GREEN POWER CHILE S.A.,No,No,No
2294,S/E PUEBLO SECO,SE001,SE001T0051,1,BESALCO TRANSMISIÓN SPA,No,No,No
2295,S/E ACCESO NORTE,SE011,SE011L0152,11,NOVA ANDINO LITIO SPA.,No,No,No
2296,S/E CARBONATO,SE012,SE012L0152,12,NOVA ANDINO LITIO SPA.,No,No,No
2297,S/E LLAIMA,SE072,SE072T0003,72,SISTEMA DE TRANSMISIÓN DEL SUR S.A.,No,No,No
2298,S/E SOL DE LOS ANDES,SE002,SE002G0626,2,SOL DE LOS ANDES SPA,No,No,No
2299,S/E RIO SALADO,SE001,SE001G0626,1,SOL DE LOS ANDES SPA,No,No,No
2301,S/E PUELCHE SUR,SE001,SE001G0627,1,AR PUELCHE SUR SPA,No,No,No
2302,S/E LAS VIOLETAS,SE002,SE002T0051,2,BESALCO TRANSMISIÓN SPA,Sí,Sí,Sí
2303,S/E GUINDO,SE003,SE003T0051,3,BESALCO TRANSMISIÓN SPA,Sí,Sí,Sí
2304,S/E MESAMAVIDA,SE064,SE064G0689,64,ENERGÍA EÓLICA MESAMÁVIDA SPA,Sí,Sí,Sí
2305,S/E LOS OLMOS,SE001,SE001G0628,1,ENERGÍA EÓLICA LOS OLMOS SPA,No,No,No
2306,S/E RIO ACONCAGUA,SE113,SE113T0002,113,TRANSELEC S.A.,No,No,No
2307,S/E LLANOS DEL VIENTO,SE001,SE001G0653,1,AR LLANOS DEL VIENTO SPA,No,No,No
2309,S/E CKHURI,SE001,SE001G0676,1,HUEMUL ENERGÍA SPA,No,No,No
2310,S/E HADES,SE003,SE003G0975,3,ARCADIA GENERACIÓN SOLAR S.A.,No,No,No
2311,S/E LOS ANGELES SUR,SE001,SE001G0659,1,WPD DUQUECO SPA,No,No,No
2312,S/E LASTARRIA,SE114,SE114T0002,114,TRANSELEC S.A.,Sí,Sí,Sí
2315,S/E E42,SE006,SE006G0476,6,HIDROENERSUR SPA,No,No,No
2316,S/E CENTRAL MC3,SE007,SE007G0476,7,HIDROENERSUR SPA,No,No,No
2317,S/E TIGRE,SE001,SE001G0665,1,AR PAMPA SPA,No,No,No
2318,S/E PAMPA TIGRE,SE002,SE002G0665,2,AR PAMPA SPA,No,No,No
2319,S/E VALLE ESCONDIDO,SE001,SE001G0666,1,AR VALLE ESCONDIDO SPA,No,No,No
2320,S/E PUCHUNCAVI,SE001,SE001T0713,1,SUBESTACIÓN PUCHUNCAVÍ S.A.,Sí,Sí,Sí
2321,S/E QUILACOYA,SE031,SE031L0011,31,EMPRESA DE LOS FERROCARRILES DEL ESTADO,No,No,No
2322,S/E CENTRAL CORRALES,SE002,SE002G0655,2,HIDROELÉCTRICA LOS CORRALES SPA,No,No,No
2323,S/E VALLE DEL SOL,SE193,SE193G0292,193,ENEL GREEN POWER CHILE S.A.,Sí,Sí,Sí
2324,S/E WILLKA,SE001,SE001G0690,1,INVERSIONES FOTOVOLTAICAS SPA,Sí,Sí,Sí
2329,S/E SANTA CLARA,SE001,SE001G0830,1,COMPAÑÍA TRANSMISORA SUR S.A.,Sí,Sí,Sí
2330,S/E CAMPO LINDO,SE002,SE002G0693,2,PARQUE EÓLICO CAMPO LINDO SPA,No,No,No
2331,S/E LOS VARONES,SE004,SE004T0051,4,BESALCO TRANSMISIÓN SPA,Sí,Sí,Sí
2332,S/E LA RUCA,SE106,SE106T0031,106,SOCIEDAD AUSTRAL DE TRANSMISIÓN TRONCAL S.A.,Sí,Sí,Sí
2333,S/E FUTURO,SE065,SE065G0770,65,ANDES SOLAR II SPA,No,No,No
2334,S/E PFV MACHICURA,SE039,SE039G0004,39,COLBÚN S.A.,Sí,Sí,Sí
2335,S/E CARACAS II,SE001,SE001G0697,1,GENERADORA SOL SOLIV SPA,No,No,No
2336,S/E CENTRAL PUNTA DEL VIENTO,SE001,SE001G0698,1,HIDROELÉCTRICA PUNTA DEL VIENTO SPA,No,No,Sí
2337,S/E INCA DE ORO,SE040,SE040G0004,40,COLBÚN S.A.,Sí,Sí,Sí
2338,S/E CENTRAL PE VIENTOS PATAGONICOS (SM),SE001,SE001G0710,1,VIENTOS PATAGÓNICOS SPA,No,No,No
2339,S/E PALPANA,SE005,SE005G0216,5,ENGIE ENERGÍA CHILE S.A.,Sí,Sí,Sí
2341,S/E EL CHACAY,SE004,SE004T0053,4,MLP TRANSMISION S.A.,Sí,Sí,Sí
