ID,Nombre,Tipo,Propietario,Región,Comuna,Nemotécnico,Coordinado
2258,TER VELADERO,Termoeléctricas,COMPAÑÍA MINERA NEVADA SPA,Coquimbo,Andacollo,CE01L0101,COMPAÑÍA MINERA NEVADA SPA
2259,PMGD HP TRANCA DEL TORO,Hidroeléctricas,FORESTAL NELTUME CARRANCO S.A.,Los Ríos,Panguipulli,CE01G0966,FORESTAL NELTUME CARRANCO S.A.
2260,PMGD TER BELLET,Termoeléctricas,ENERGÍA MORRO GUAYACÁN SPA,Metropolitana,Providencia,CE04G0672,ENERGÍA MORRO GUAYACÁN SPA
2261,PMGD PFV HIJUELA 4,Solares,ENEL GREEN POWER CHILE S.A.,Maule,Maule,CE42G0292,ENEL GREEN POWER CHILE S.A.
2262,PMGD PFV SANTA PAMELA,Solares,RUBÉN SOLAR SPA,Biobío,Los Angeles,CE01G0968,RUBÉN SOLAR SPA
2263,PMGD PFV LA GONZALINA DE TUNICHE SUNLIGHT,Solares,EL PARRAL SOLAR SPA,OHiggins,Rancagua,CE01G0969,SETF ENERGÍAS RENOVABLES SPA
2264,PMGD PFV EL CARPINTERO,Solares,PFV EL CARPINTERO SPA,Maule,Constitución,CE01G0970,PFV EL CARPINTERO SPA
2265,PMGD PFV CHACAICO,Solares,SOL DEL SUR 15 SPA,Biobío,Los Angeles,CE01G0971,SOL DEL SUR 15 SPA
2267,PMGD PFV LOMA TENDIDA DEL VERANO SOLAR,Solares,PARUMA DEL VERANO SPA,Metropolitana,Pirque,CE01G0972,PACIFIC SPA
2268,PMGD PVF DOÑA RUBENA,Solares,ENEL GREEN POWER CHILE S.A.,Metropolitana,Tiltil,CE40G0292,ENEL GREEN POWER CHILE S.A.
2270,PMGD PFV LA PERLA,Solares,MVC SOLAR 38 SPA,Metropolitana,No Clasificado,CE01G0976,MVC SOLAR 38 SPA
2271,PMGD PFV PUEBLO HUNDIDO,Solares,FOTOVOLTAICA PUEBLO HUNDIDO SPA,OHiggins,Rengo,CE01G0977,FOTOVOLTAICA PUEBLO HUNDIDO SPA
2272,PMGD PFV YUNGAY II TRILALEO,Solares,MVC SOLAR 17 SPA,Ñuble,Yungay,CE01G0978,MVC SOLAR 17 SPA
2274,PMGD PFV LA HUERTA,Solares,LA HUERTA SPA,Maule,Hualañé,CE01G0980,LA HUERTA SPA
2275,PMGD PFV CHILOE,Solares,MIGUEL SOLAR SPA,Maule,Curicó,CE01G0981,MIGUEL SOLAR SPA
2276,PMGD PFV EL CAIQUEN,Solares,PFV EL CAIQUÉN SPA,Maule,Longaví,CE01G0982,PFV EL CAIQUÉN SPA
2277,PMGD PFV SAN CLEMENTE FLOR DEL LLANO,Solares,VESPA SOLAR SPA,Maule,San Clemente,CE01G0983,VESPA SOLAR SPA
2278,PMGD PFV DOÑA REGINA SOLAR,Solares,YANQUI SOLAR SPA,Metropolitana,No Clasificado,CE01G0984,PACIFIC SPA
2279,PMGD PFV LIEBRE DE VERANO,Solares,GUALLATIRI SPA,Metropolitana,Isla de Maipo,CE01G0985,PACIFIC SPA
2280,PMGD PFV MACAO,Solares,MACAO SOLAR SPA,Metropolitana,Buin,CE01G0986,MACAO SOLAR SPA
2281,PMGD PFV COLLANCO,Solares,BLUE SOLAR UNO SPA,Maule,Constitución,CE01G0987,BLUE SOLAR UNO SPA
2282,PMGD PFV QUINTACABRERO,Solares,SOL DEL SUR 9 SPA,Biobío,Cabrero,CE01G0988,SOL DEL SUR 9 SPA
2283,PMGD HP EL PORTAL,Hidroeléctricas,CENTRAL EL PORTAL SPA,Maule,Colbún,CE03G0852,BTG PACTUAL CHILE SPA
2284,PFV DESIERTO DE ATACAMA,Solares,COPIAPÓ SOLAR SPA,Atacama,Tierra Amarilla,CE01G0829,COPIAPÓ SOLAR SPA
2286,PMGD PFV ROMA,Solares,PARQUE SOLAR ROMA SPA,OHiggins,San Fernando,CE01G0991,ANTU ENERGY SPA
2287,PMGD PFV PESARO SOLAR,Solares,PESARO SOLAR SPA,Valparaíso,San Antonio,CE01G0992,PESARO SOLAR SPA
2288,PMGD PFV COLIBRI,Solares,ZORZAL SPA,Biobío,Los Angeles,CE01G0993,NEXTPOWER III CHILE HOLDCO II SPA
2289,PMGD PFV CANQUEN,Solares,CANQUÉN SPA,Biobío,Los Angeles,CE01G0994,NEXTPOWER III CHILE HOLDCO II SPA
2290,PE ANTOFAGASTA,Eólicas,PARQUE EÓLICO ANTOFAGASTA SPA,Antofagasta,Taltal,CE01G0990,PARQUE EÓLICO ANTOFAGASTA SPA
2291,PMGD TER MAYOR POWER,Termoeléctricas,FIRME ENERGÍA SPA,Metropolitana,Buin,CE01G0995,FIRME ENERGÍA SPA
2292,PMGD PFV ALBATROS,Solares,PFV ALBATROS SPA,Maule,Curicó,CE01G0996,PINGÜINO EMPERADOR SPA
2293,PMGD PFV CHAÑAR DEL VERANO,Solares,ISLUGA DE VERANO SPA,Antofagasta,Calama,CE01G0997,PACIFIC SPA
2294,PMGD PFV QUILMO SOLAR,Solares,QUILMO SOLAR SPA,Ñuble,Chillán,CE01G0998,QUILMO SOLAR SPA
2297,PMGD PFV RCU (RTN),Solares,RTN SOLAR SPA,Maule,Teno,CE01G0831,RTN SOLAR SPA
2298,PMGD PFV SOLARPARK MALLOA,Solares,CHRONOS SOLAR SPA,OHiggins,Malloa,CE01G0832,CHRONOS SOLAR SPA
2300,PMGD PFV VIÑAS DEL SOL,Solares,ANDINA SOLAR 1 SPA,Valparaíso,Casablanca,CE01G0001,ANDINA SOLAR 1 SPA
2301,PMGD PFV PVP LA ROSA,Solares,PARQUE SOLAR LA ROSA II SPA,OHiggins,San Vicente de Tagua Tagua,CE02G0833,ANTU ENERGY SPA
2302,PMGD PFV VELASCO SOLAR,Solares,SANTA BARBARA ENERGY SPA,Biobío,Los Angeles,CE01G0836,SANTA BARBARA ENERGY SPA
2303,PMGD PFV CHOLGUAN,Solares,RAVENNA SOLAR SPA,Ñuble,Yungay,CE01G0838,RAVENNA SOLAR SPA
2304,PMGD PFV FENIX,Solares,FÉNIX SPA,Metropolitana,Pudahuel,CE01G0839,NEXTPOWER III CHILE HOLDCO II SPA
2305,PMGD PFV LENGA SOLAR,Solares,SANTA BARBARA ENERGY SPA,Biobío,Los Angeles,CE02G0836,SANTA BARBARA ENERGY SPA
2306,PMGD PFV SAN RAFAEL,Solares,SAN RAFAEL II SPA,Maule,San Rafael,CE01G0840,ENERGÍAS RENOVABLES HOLDING S.A.
2307,PMGD PFV SAN RAMON,Solares,SAN RAMON SOLAR SPA,Metropolitana,Paine,CE01G0841,SAN RAMON SOLAR SPA
2308,PMGD PFV JILGUERO,Solares,PFV JILGUERO SPA,Maule,Curicó,CE01G0843,PINGÜINO EMPERADOR SPA
2309,PMGD PFV SGT TUCAPEL,Solares,RAVENNA SOLAR SPA,Ñuble,Yungay,CE02G0838,RAVENNA SOLAR SPA
2310,PMGD PFV ANCAHUAL SOLAR,Solares,CANELILLO SOLAR SPA,Araucanía,Loncoche,CE01G0844,PINGÜINO EMPERADOR SPA
2311,PMGD PFV SUNRAY,Solares,SANTA INÉS SPA,OHiggins,Malloa,CE01G0845,SETF ENERGÍAS RENOVABLES SPA
2312,PMGD PFV CEFALU SOLAR,Solares,CEFALÚ SOLAR SPA,Metropolitana,Melipilla,CE01G0846,CEFALÚ SOLAR SPA
2313,PMGD PFV AMANECER,Solares,AMANECER SOLAR SPA (PMGD AMANECER),Metropolitana,No Clasificado,CE01G0847,ANTU ENERGY SPA
2314,PMGD PFV LLUTA SOLAR,Solares,EL PERAL SPA,Metropolitana,No Clasificado,CE01G0848,EL PERAL SPA
2316,PMGD PFV SAGRADA FAMILIA LA FORTUNA 15,Solares,FARMDO ENERGY CHILE SPA,Maule,Sagrada Familia,CE04G0727,FARMDO ENERGY CHILE SPA
2317,PMGD PFV CURACO,Solares,SOLAR TI TREINTA Y OCHO SPA,OHiggins,Codegua,CE01G0853,SOLAR TI TREINTA Y OCHO SPA
2318,HP LAS NIEVES,Hidroeléctricas,HIDROELÉCTRICA LAS NIEVES SPA,Araucanía,Melipeuco,CE01G0854,HIDROELÉCTRICA LAS NIEVES SPA
2319,PMGD PFV LLOICA,Solares,PFV LAS LOICAS SPA,Atacama,Copiapó,CE01G0855,PINGÜINO EMPERADOR SPA
2320,PMGD PFV EL TURPIAL,Solares,PFV EL TURPIAL SPA,Metropolitana,No Clasificado,CE01G0871,PINGÜINO EMPERADOR SPA
2321,PMGD PFV VILLA CVE,Solares,SOLAR TI VEINTICUATRO SPA,Metropolitana,San Pedro,CE01G0872,SOLAR TI VEINTICUATRO SPA
2322,PFV ANDES SOLAR III,Solares,ANDES SOLAR III SPA,Metropolitana,No Clasificado,CE01G0873,ANDES SOLAR III SPA
2324,PMGD PFV BULNES SOLAR,Solares,BULNES SOLAR SPA,Ñuble,Bulnes,CE01G0874,PACIFIC SPA
2326,PMGD PFV SANTA BLANCA DE ISLA DE MAIPO SUNLIGHT,Solares,SANTA BLANCA SPA,Metropolitana,Talagante,CE01G0876,SETF ENERGÍAS RENOVABLES SPA
2327,PMGD PFV TABOLANGO,Solares,ANDINA SOLAR 2 SPA,Valparaíso,Limache,CE01G0877,ANDINA SOLAR 2 SPA
2329,PMGD PFV CARANCA SOLAR,Solares,PFV EL PELÍCANO SPA,Atacama,Tierra Amarilla,CE01G0879,PINGÜINO EMPERADOR SPA
2330,PMGD PFV LOS BANOS,Solares,PARQUE SOLAR ESMERALDA SPA,Ñuble,Yungay,CE01G0881,PARQUE SOLAR ESMERALDA SPA
2331,PMGD PFV TES SOLAR,Solares,TES SOLAR SPA,Ñuble,Bulnes,CE01G0882,PACIFIC SPA
2333,PMGD PFV CATO SOLAR,Solares,CATO SOLAR SPA,Ñuble,Chillán,CE01G0885,PACIFIC SPA
2334,PMGD PFV MARIA DOLORES,Solares,PEDRO SOLAR SPA,Biobío,Los Angeles,CE01G0887,PEDRO SOLAR SPA
2335,PMGD PFV TOPACIO,Solares,PARQUE SOLAR ESMERALDA SPA,Ñuble,Yungay,CE02G0881,PARQUE SOLAR ESMERALDA SPA
2336,PMGD PFV BELEN,Solares,GR VILLARRICA SPA,Metropolitana,Lampa,CE01G0888,NEXTPOWER III CHILE HOLDCO II SPA
2337,PMGD PFV SAN VICENTE TT,Solares,BLUE SOLAR DOCE SPA,OHiggins,San Vicente de Tagua Tagua,CE01G1060,BLUE SOLAR DOCE SPA
2338,TER LLAGUEPE (SM),Termoeléctricas,SAGESA S.A.,Metropolitana,No Clasificado,CE35G0018,SOCIEDAD GENERADORA AUSTRAL S.A.
2339,TER COCHAMO (SM),Termoeléctricas,SAGESA S.A.,Los Lagos,Cochamó,CE36G0018,SOCIEDAD GENERADORA AUSTRAL S.A.
2340,PMGD PFV SOLAR DEL BUENO,Solares,SOLAR DEL BUENO SPA,Los Ríos,La Unión,CE01G1000,ATRIA ENERGÍA SPA
2341,PMGD PFV GENOVA,Solares,GÉNOVA SOLAR SPA,Metropolitana,No Clasificado,CE01G0890,GÉNOVA SOLAR SPA
2342,PMGD PFV PERLA DEL NORTE,Solares,SOLAR TI TREINTA Y UNO SPA,Antofagasta,Antofagasta,CE01G0891,NEXTPOWER III CHILE HOLDCO II SPA
2344,PMGD PFV BARCELONA,Solares,BELÉN SOLAR SPA,Maule,Curicó,CE01G0893,BELÉN SOLAR SPA
2345,PMGD PFV TORTUGA SOLAR,Solares,TORTUGA SOLAR SPA,Ñuble,San Carlos,CE01G0894,TORTUGA SOLAR SPA
2347,PFV NUEVO QUILLAGUA II,Solares,PARQUE FOTOVOLTAICO NUEVO QUILLAGUA SPA,Metropolitana,No Clasificado,CE02G0221,PARQUE FOTOVOLTAICO NUEVO QUILLAGUA SPA
2348,PMGD PFV CHILLAN HUAMBALI HIPER,Solares,TAURO SOLAR SPA,Metropolitana,No Clasificado,CE01G0896,TAURO SOLAR SPA
2349,PMGD PFV PERSEFONE,Solares,CVE PROYECTO TREINTA Y UNO SPA,Coquimbo,Salamanca,CE01G0899,CVE PROYECTO TREINTA Y UNO SPA
2350,PFV VICTOR JARA,Solares,GR CHAÑAR SPA,Tarapacá,Pozo Almonte,CE01T0837,GR CHAÑAR SPA
2351,PMGD PFV MARGARITA X,Solares,MARGARITA SOLAR SPA,OHiggins,Las Cabras,CE01G0900,MARGARITA SOLAR SPA
2352,PMGD PFV CUARZO,Solares,ENEL GREEN POWER CHILE S.A.,Metropolitana,Alhue,CE41G0292,ENEL GREEN POWER CHILE S.A.
2353,PMGD PFV LAS TACAS,Solares,ENEL GREEN POWER CHILE S.A.,Coquimbo,Coquimbo,CE38G0292,ENEL GREEN POWER CHILE S.A.
2354,HP DON EUGENIO,Hidroeléctricas,HIDROELECTRICA DON EUGENIO SPA,Metropolitana,No Clasificado,CE01G1004,HIDROELECTRICA DON EUGENIO SPA
2355,PMGD PFV BOIX,Solares,ENEL GREEN POWER CHILE S.A.,Maule,Cauquenes,CE39G0292,ENEL GREEN POWER CHILE S.A.
2356,PMGD PFV CONDOR LA LIGUA,Solares,PARQUE FOTOVOLTAICO LA LIGUA SPA,Valparaíso,La Ligua,CE01G1005,ENERGÍAS RENOVABLES HOLDING S.A.
2357,PMGD PFV SOLARIS,Solares,ENEL GREEN POWER CHILE S.A.,Coquimbo,Coquimbo,CE37G0292,ENEL GREEN POWER CHILE S.A.
2358,PMGD PFV CETUS,Solares,ENEL GREEN POWER CHILE S.A.,OHiggins,Quinta de Tilcoco,CE44G0292,ENEL GREEN POWER CHILE S.A.
2359,PMGD PFV EL TRIUNFO,Solares,BLUE SOLAR OCHO SPA,Valparaíso,San Esteban,CE01G1063,BLUE SOLAR OCHO SPA
2360,PMGD PFV EL TREBOL,Solares,PORTEZUELO SPA,OHiggins,La Estrella,CE01G1026,PORTEZUELO SPA
2364,PMGD PFV ISIDRO,Solares,PARQUE SOLAR SAN ISIDRO SPA,Valparaíso,Quillota,CE01G1008,PARQUE SOLAR SAN ISIDRO SPA
2365,PMGD PFV TARUCA,Solares,TARUCA SOLAR SPA,Arica y Parinacota,Arica,CE01G1033,TARUCA SOLAR SPA
2366,PMGD PFV CHILLAN VICENTE MENDEZ,Solares,FARMDO ENERGY CHILE SPA,Ñuble,Chillán,CE05G0727,FARMDO ENERGY CHILE SPA
2367,PMGD PFV PIRINCHO SOLAR,Solares,CVE PROYECTO VEINTIOCHO SPA,Metropolitana,Paine,CE01G1009,CVE PROYECTO VEINTIOCHO SPA
2368,PMGD PFV SIRIMAVO,Solares,RAUQUEN SPA,Coquimbo,Monte Patria,CE01G1065,PACIFIC SPA
2369,PMGD PFV BELLOTO B XXVII,Solares,BELLOTO SPA,Maule,Curicó,CE01G1066,BELLOTO SPA
2370,PMGD PFV ALGARROBO,Solares,ALGARROBO SPA,Maule,Romeral,CE01G1010,ALGARROBO SPA
2371,PMGD PFV FRAGATA,Solares,PFV FRAGATA SPA,Metropolitana,No Clasificado,CE01G1054,PFV FRAGATA SPA
2372,PMGD PFV PVP CHINCHORRO,Solares,PARQUE SOLAR BENAVENTE SPA,Arica y Parinacota,Arica,CE01G1067,PARQUE SOLAR BENAVENTE SPA
2373,PMGD TER DIESEL COLACO PARGUA,Termoeléctricas,BEPATAGONIA GENERACIÓN S.A.,Los Lagos,Calbuco,CE08G0721,ENERGY PARTNERS SPA
2374,PMGD PFV EL ÑANDU,Solares,PFV EL ÑANDÚ SPA,Atacama,Copiapó,CE01G1019,PINGÜINO EMPERADOR SPA
2375,PMGD PFV MILLAHUE,Solares,BLUE SOLAR CINCO SPA,Maule,San Javier,CE01G1068,NEXTPOWER III CHILE HOLDCO II SPA
2376,PMGD PFV SAND SOLAR,Solares,COPAHUE DE VERANO SPA,Metropolitana,Melipilla,CE01G1069,PACIFIC SPA
2377,PMGD PFV CHILLAN CONFLUENCIA,Solares,OSA MAYOR SOLAR SPA,Ñuble,Chillán,CE01L0661,OSA MAYOR SOLAR SPA
2379,PE HORIZONTE SUR,Eólicas,COLBÚN S.A.,Antofagasta,Taltal,CE27G0004,COLBÚN S.A.
2381,PMGD PFV PUIG SUNLIGHT,Solares,MALLOA SOLAR SPA,OHiggins,Malloa,CE01G1016,SETF ENERGÍAS RENOVABLES SPA
2382,PMGD PFV RAMIREZ DEL VERANO SOLAR,Solares,POIKE DEL VERANO SPA,Coquimbo,Ovalle,CE01G1017,PACIFIC SPA
2383,PMGD PFV FALCON,Solares,ENERGÍA RENOVABLE ROBLE SPA,Metropolitana,Maria Pinto,CE01G1020,ENERGÍA RENOVABLE ROBLE SPA
2384,PMGD PFV RANGUIL SOLAR NORTE,Solares,RANGUIL SPA,OHiggins,Lolol,CE01G1022,RANGUIL SPA
2385,PMGD PFV LUMILLA,Solares,GR LUMILLA SPA,Antofagasta,Calama,CE01G1023,NEXTPOWER III CHILE HOLDCO II SPA
2387,PMGD PFV DINAMO,Solares,SOLAR TI TRECE SPA,Metropolitana,Maria Pinto,CE01G1025,SOLAR TI TRECE SPA
2389,PMGD PFV ESMERALDA,Solares,FOTOVOLTAICA CIPRES SPA,Maule,Parral,CE01G1028,FOTOVOLTAICA CIPRES SPA
2391,PMGD PFV PUMAS,Solares,ESPINOS S.A.,OHiggins,San Fernando,CE10G0042,ESPINOS S.A.
2392,PMGD HP DON TITO,Hidroeléctricas,ENERGIAS PUDIDI SPA,Los Lagos,Dalcahue,CE01G1029,ENERGIAS PUDIDI SPA
2393,PMGD PFV VALLE ALEGRE,Solares,FOTOVOLTAICA VALLE ALEGRE SPA,Valparaíso,Valparaíso,CE01G1030,FOTOVOLTAICA VALLE ALEGRE SPA
2395,PMGD PFV PARQUE DOÑA BERTA,Solares,PARQUE SOLAR DOÑA BERTA SPA,Valparaíso,Quillota,CE01G1031,ANTU ENERGY SPA
2396,PMGD PFV ENCINA lll,Solares,ENCINA SPA,Maule,Curicó,CE01G1032,ENCINA SPA
2397,PMGD PFV LAS GUINDILLAS,Solares,SUR SOLAR SPA,OHiggins,San Fernando,CE01G1035,SUR SOLAR SPA
2404,PMGD TER PRP MARVER,Termoeléctricas,MARVER SPA,Los Lagos,Osorno,CE01G1044,ENERGY PARTNERS SPA
2405,PMGD PFV HORTENSIAS,Solares,AURORA SOLAR SPA,Maule,San Rafael,CE01G1045,AURORA SOLAR SPA
2407,PMGD PFV BALLOTA,Solares,MANZANARES ENERGÍA SPA,Maule,Longaví,CE01G1048,MANZANARES ENERGÍA SPA
2408,PMGD PFV HERGO LOS SAUCES,Solares,LOS SAUCES SOLAR II SPA,Araucanía,Los Sauces,CE01G1046,LOS SAUCES SOLAR II SPA
2409,PMGD PFV ARTEMISA,Solares,CVE PROYECTO TREINTA Y TRES SPA,OHiggins,Mostazal,CE01G1049,CVE PROYECTO TREINTA Y TRES SPA
2410,PMGD PFV LOS EUCALIPTOS,Solares,LOS SAUCES SOLAR I SPA,Araucanía,Los Sauces,CE01G1050,LOS SAUCES SOLAR I SPA
2411,PMGD PFV LA ROSA DE SHARON,Solares,PMGD LA ROSA DE SHARON SPA,Metropolitana,Maria Pinto,CE01G1051,PMGD LA ROSA DE SHARON SPA
2412,PMGD PFV ALCAZAR,Solares,JUAN SOLAR SPA,Metropolitana,No Clasificado,CE01G1052,JUAN SOLAR SPA
2414,PMGD PFV LA COSECHA,Solares,SOCIEDAD ENERGÍAS RENOVABLES EL ÁLAMO SPA,Ñuble,San Carlos,CE01G1055,SOCIEDAD ENERGÍAS RENOVABLES EL ÁLAMO SPA
2416,PMGD PFV QUILVO,Solares,NICOLAS SOLAR SPA,Metropolitana,No Clasificado,CE01G1058,NICOLAS SOLAR SPA
2417,PMGD PFV ANGOL SOLAR I,Solares,ANGOL SOLAR I SPA,Araucanía,Angol,CE01G1057,ANGOL SOLAR I SPA
2420,PMGD PFV LO CONTY,Solares,MAUI SOLAR SPA,OHiggins,Coinco,CE01G1073,MAUI SOLAR SPA
2421,PMGD PFV MAULE X,Solares,TIELMES ENERGIA SPA,Maule,Talca,CE01G1077,TIELMES ENERGIA SPA
2425,PMGD PFV JACARANDA,Solares,JACARANDA SPA,Coquimbo,Combarbalá,CE01G1080,JACARANDA SPA
2427,PMGD PFV CONCORDE,Solares,EL CONDOR SOLAR SPA,Atacama,Chañaral,CE01G1081,EL CONDOR SOLAR SPA
2428,PMGD PFV DRUX,Solares,NAIN SOLAR SPA,Maule,Curicó,CE01G1083,NAIN SOLAR SPA
2430,PMGD PFV EL CATURRO,Solares,LA SIERRA SPA,Antofagasta,Sierra Gorda,CE01G1084,LA SIERRA SPA
2431,PMGD PFV LILIUM,Solares,LIRIOS DE CHUMAQUITO SPA,OHiggins,Requínoa,CE01G1085,LIRIOS DE CHUMAQUITO SPA
2437,PMGD TER PRP MELIPULLI,Termoeléctricas,LLONQUÉN ENERGÍAS SPA,Valparaíso,Nogales,CE05G0641,ENERGY PARTNERS SPA
2440,PMGD PFV EL MONTE AMPLIACIÓN,Solares,CALLAQUI DE VERANO SPA,Metropolitana,El Monte,CE02G0803,CALLAQUI DE VERANO SPA
2443,PMGD PFV SALAMANCA,Solares,MAITE SOLAR SPA,Maule,Maule,CE01G1094,MAITE SOLAR SPA
